"level","input_value","QID","GeoNames","matchLabel","matchScore","matchReason","TGN","IDAI","OSM_Relation"
"GEMEINDE","Putlitz","Q565732","6550652","Putlitz","1.0","Exact match via rdfs:label [global index] | 'Putlitz' -> 'Putlitz'","","","1289785"
"GEMEINDE","Lenzen","Q625768","6550648","Lenzen","1.0","Exact match via rdfs:label [global index] | 'Lenzen' -> 'Lenzen'","","","1289788"
"GEMEINDE","Semlin","Q627161","","Semlin","1.0","Direct override | 'Semlin' -> QID=Q627161 | [override -> QID=Q627161]","","",""
"GEMEINDE","Perleberg","Q498540","6550650","Perleberg","1.0","Exact match via rdfs:label [global index] | 'Perleberg' -> 'Perleberg'","1037479","","1289805"
"GEMEINDE","Kleeste","Q636945","","Kleeste","1.0","Direct override | 'Kleeste' -> QID=Q636945 | [override -> QID=Q636945]","","",""
"GEMEINDE","Neuhausen","Q101555304","","Neuhausen","1.0","Transitive P131+ exact match | 'Neuhausen' -> 'Neuhausen'","","",""
"GEMEINDE","Kleinow","Q101436943","2888406","Kleinow","1.0","Transitive P131+ exact match | 'Kleinow' -> 'Kleinow'","","",""
"GEMEINDE","Sadenbeck","Q56197823","","Sadenbeck","1.0","Transitive P131+ exact match | 'Sadenbeck' -> 'Sadenbeck'","","",""
"GEMEINDE","Babekuhl","Q22691266","","Babekuhl","1.0","Transitive P131+ exact match | 'Babekuhl' -> 'Babekuhl'","","",""
"GEMEINDE","Premslin","Q101522422","2852228","Premslin","1.0","Transitive P131+ exact match | 'Premslin' -> 'Premslin'","","",""
"GEMEINDE","Groß Linde","Q1547935","","Groß Linde","1.0","Transitive P131+ exact match | 'Groß Linde' -> 'Groß Linde'","","",""
"GEMEINDE","Tacken","Q23787861","","Tacken","1.0","Transitive P131+ exact match | 'Tacken' -> 'Tacken'","","",""
"GEMEINDE","Hinzdorf","Q20828694","","Hinzdorf","1.0","Transitive P131+ exact match | 'Hinzdorf' -> 'Hinzdorf'","","",""
"GEMEINDE","Wustrow","Q22694685","","Wustrow","1.0","Transitive P131+ exact match | 'Wustrow' -> 'Wustrow'","","",""
"GEMEINDE","Stadt Rathenow","Q525425","6550611","Rathenow","1.0","Exact match via rdfs:label [global index] | 'Rathenow' -> 'Rathenow' | [normalised: stripped -> 'Rathenow']","","","1271899"
"GEMEINDE","Friesack","Q585632","6550607","Friesack","1.0","Exact match via rdfs:label [global index] | 'Friesack' -> 'Friesack'","","","1342247"
"GEMEINDE","Nauen","Q581994","6550609","Nauen","1.0","Exact match via rdfs:label [global index] | 'Nauen' -> 'Nauen'","","","1262688"
"GEMEINDE","Ribbeck","Q2148516","","Ribbeck","1.0","Direct override | 'Ribbeck' -> QID=Q2148516 | [override -> QID=Q2148516]","","",""
"GEMEINDE","Wustermark","Q581938","6547603","Wustermark","1.0","Exact match via rdfs:label [global index] | 'Wustermark' -> 'Wustermark'","1038031","","1240551"
"GEMEINDE","Zeestow","Q582671","6547589","Zeestow","1.0","Exact match via rdfs:label [global index] | 'Zeestow' -> 'Zeestow'","1036509","","1251751"
"GEMEINDE","Döberitz bei Premnitz","Q583555","","Döberitz bei Premnitz","1.0","Direct override | 'Döberitz bei Premnitz' -> QID=Q583555 | [override -> QID=Q583555]","","",""
"GEMEINDE","Ketzin","Q583450","6550608","Ketzin","1.0","Exact match via skos:altLabel [global index] | 'Ketzin' -> 'Ketzin'","1037059","","1240588"
"GEMEINDE","Schönwalde","Q581715","","Schönwalde","1.0","Direct override | 'Schönwalde' -> QID=Q581715 | [override -> QID=Q581715]","","",""
"GEMEINDE","Rathenow","Q525425","6550611","Rathenow","1.0","Exact match via rdfs:label [global index] | 'Rathenow' -> 'Rathenow'","","","1271899"
"GEMEINDE","Rathenow-Neue Schleuse","Q525425","","Rathenow-Neue Schleuse","1.0","Direct override | 'Rathenow-Neue Schleuse' -> QID=Q525425 | [override -> QID=Q525425]","","",""
"GEMEINDE","Buckow","Q29019815","","Buckow","1.0","Direct override | 'Buckow' -> QID=Q29019815 | [override -> QID=Q29019815]","","",""
"GEMEINDE","Rhinow","Q532037","6550612","Rhinow","1.0","Exact match via rdfs:label [global index] | 'Rhinow' -> 'Rhinow'","","","1332714"
"GEMEINDE","Kietz","Q532037","","Kietz","1.0","Direct override | 'Kietz' -> QID=Q532037 | [override -> QID=Q532037]","","",""
"GEMEINDE","Dyrotz","Q99646888","","Dyrotz","1.0","Transitive P131+ exact match | 'Dyrotz' -> 'Dyrotz'","","",""
"GEMEINDE","Wachow","Q1297555","","Wachow","1.0","Transitive P131+ exact match | 'Wachow' -> 'Wachow'","","","1266326"
"GEMEINDE","Bredow","Q55816238","","Bredow","1.0","Transitive P131+ exact match | 'Bredow' -> 'Bredow'","","","1826942"
"GEMEINDE","Gohlitz","Q1534380","","Gohlitz","1.0","Transitive P131+ exact match | 'Gohlitz' -> 'Gohlitz'","","",""
"GEMEINDE","Hoppenrade","Q104757864","2899161","Hoppenrade","1.0","Transitive P131+ exact match | 'Hoppenrade' -> 'Hoppenrade'","1036975","",""
"GEMEINDE","Niebede","Q989775","","Niebede","1.0","Transitive P131+ exact match | 'Niebede' -> 'Niebede'","","",""
"GEMEINDE","Hertefeld","Q113182090","","Hertefeld","1.0","Transitive P131+ exact match | 'Hertefeld' -> 'Hertefeld'","","",""
"GEMEINDE","Vietznitz","Q2523873","","Vietznitz","1.0","Transitive P131+ exact match | 'Vietznitz' -> 'Vietznitz'","7092275","",""
"GEMEINDE","Wagenitz","Q1989221","","Wagenitz","1.0","Transitive P131+ exact match | 'Wagenitz' -> 'Wagenitz'","","",""
"GEMEINDE","Friedrichsbruch","Q88181595","","Friedrichsbruch","1.0","Transitive P131+ exact match | 'Friedrichsbruch' -> 'Friedrichsbruch'","","",""
"GEMEINDE","Strodehne","Q51682527","","Strodehne","1.0","Transitive P131+ exact match | 'Strodehne' -> 'Strodehne'","","",""
"GEMEINDE","Wansdorf","Q2548510","","Wansdorf","1.0","Transitive P131+ exact match | 'Wansdorf' -> 'Wansdorf'","","",""
"GEMEINDE","Rübehorst","Q110987406","","Rübehorst","1.0","Transitive P131+ exact match | 'Rübehorst' -> 'Rübehorst'","","",""
"GEMEINDE","Kienberg","Q96198777","","Kienberg","1.0","Transitive P131+ exact match | 'Kienberg' -> 'Kienberg'","","",""
"GEMEINDE","Groß Kreutz (Havel)","Q625962","6551177","Groß Kreutz (Havel)","1.0","Exact match via rdfs:label [global index] | 'Groß Kreutz (Havel)' -> 'Groß Kreutz (Havel)'","","","966648"
"GEMEINDE","Treuenbrietzen","Q625078","6550644","Treuenbrietzen","1.0","Exact match via rdfs:label [global index] | 'Treuenbrietzen' -> 'Treuenbrietzen'","1037861","","369857"
"GEMEINDE","Satzkorn","Q131931","","Satzkorn","1.0","Direct override | 'Satzkorn' -> QID=Q131931 | [override -> QID=Q131931]","","",""
"GEMEINDE","Emstal","Q15110344","","Emstal","1.0","Direct override | 'Emstal' -> QID=Q15110344 | [override -> QID=Q15110344]","","",""
"GEMEINDE","Geltow","Q1499843","","Geltow","1.0","Direct override | 'Geltow' -> QID=Q1499843 | [override -> QID=Q1499843]","","",""
"GEMEINDE","Krampnitz","Q88458729","","Krampnitz","1.0","Direct override | 'Krampnitz' -> QID=Q88458729 | [override -> QID=Q88458729]","","",""
"GEMEINDE","Marquardt","Q896887","","Marquardt","1.0","Direct override | 'Marquardt' -> QID=Q896887 | [override -> QID=Q896887]","","",""
"GEMEINDE","Kleinmachnow","Q104192","6547672","Kleinmachnow","1.0","Exact match via rdfs:label [global index] | 'Kleinmachnow' -> 'Kleinmachnow'","","","447955"
"GEMEINDE","Beelitz","Q544439","6550638","Beelitz","1.0","Exact match via rdfs:label [global index] | 'Beelitz' -> 'Beelitz'","7213753","","531653"
"GEMEINDE","Woltersdorf","Q139380043","","Woltersdorf","1.0","Direct override | 'Woltersdorf' -> QID=Q139380043 | [override -> QID=Q139380043]","","",""
"GEMEINDE","Mötzow","Q17124832","","Mötzow","1.0","Transitive P131+ exact match | 'Mötzow' -> 'Mötzow'","","","6709908"
"GEMEINDE","Hohenferchesar","Q15115053","","Hohenferchesar","1.0","Transitive P131+ exact match | 'Hohenferchesar' -> 'Hohenferchesar'","","","6700888"
"GEMEINDE","Alt Töplitz","Q15106405","2956795","Alt Töplitz","1.0","Transitive P131+ exact match | 'Alt Töplitz' -> 'Alt Töplitz'","","",""
"GEMEINDE","Bergholz-Rehbrücke","Q819776","","Bergholz-Rehbrücke","1.0","Transitive P131+ exact match | 'Bergholz-Rehbrücke' -> 'Bergholz-Rehbrücke'","1036444","","422527"
"GEMEINDE","Plötzin","Q2099924","","Plötzin","1.0","Transitive P131+ exact match | 'Plötzin' -> 'Plötzin'","","","1032707"
"GEMEINDE","Gollwitz","Q17321986","","Gollwitz","1.0","Transitive P131+ exact match | 'Gollwitz' -> 'Gollwitz'","7186064","",""
"GEMEINDE","Philippsthal","Q1382796","","Philippsthal","1.0","Transitive P131+ exact match | 'Philippsthal' -> 'Philippsthal'","","","422504"
"GEMEINDE","Ferch","Q507824","","Ferch","1.0","Transitive P131+ exact match | 'Ferch' -> 'Ferch'","","","374692"
"GEMEINDE","Wildenbruch","Q1522443","2808963","Wildenbruch","1.0","Transitive P131+ exact match | 'Wildenbruch' -> 'Wildenbruch'","1037991","","365645"
"GEMEINDE","Jüterbog","Q486541","6550661","Jüterbog","1.0","Exact match via rdfs:label [global index] | 'Jüterbog' -> 'Jüterbog'","1036996","","422436"
"GEMEINDE","Blankensee","Q881612","","Blankensee","1.0","Direct override | 'Blankensee' -> QID=Q881612 | [override -> QID=Q881612]","","",""
"GEMEINDE","Ahrensdorf bei Ludwigsfelde","Q327744","","Ahrensdorf bei Ludwigsfelde","1.0","Direct override | 'Ahrensdorf bei Ludwigsfelde' -> QID=Q327744 | [override -> QID=Q327744]","","",""
"GEMEINDE","Kummersdorf","Q1718490","","Kummersdorf","1.0","Direct override | 'Kummersdorf' -> QID=Q1718490 | [override -> QID=Q1718490]","","",""
"GEMEINDE","Mellensee","Q1919518","2872068","Mellensee","1.0","Exact match via rdfs:label [global index] | 'Mellensee' -> 'Mellensee'","","","8795848"
"GEMEINDE","Zesch","Q196797","","Zesch","1.0","Direct override | 'Zesch' -> QID=Q196797 | [override -> QID=Q196797]","","",""
"GEMEINDE","Zossen","Q226884","6550665","Zossen","1.0","Exact match via rdfs:label [global index] | 'Zossen' -> 'Zossen'","1038075","","176781"
"GEMEINDE","Trebbin","Q570114","6550664","Trebbin","1.0","Exact match via rdfs:label [global index] | 'Trebbin' -> 'Trebbin'","1037855","","422433"
"GEMEINDE","Rohrbeck","Q22693663","","Rohrbeck","1.0","Transitive P131+ exact match | 'Rohrbeck' -> 'Rohrbeck'","","",""
"GEMEINDE","Bochow","Q889041","","Bochow","1.0","Transitive P131+ exact match | 'Bochow' -> 'Bochow'","","","4471830"
"GEMEINDE","Schiaß","Q1747721","2839525","Schiaß","1.0","Transitive P131+ exact match | 'Schiaß' -> 'Schiaß'","","",""
"GEMEINDE","Groß Kienitz","Q25158450","","Groß Kienitz","1.0","Transitive P131+ exact match | 'Groß Kienitz' -> 'Groß Kienitz'","","","4778119"
"GEMEINDE","Blankenfelde","Q3640862","2948065","Blankenfelde","1.0","Transitive P131+ exact match | 'Blankenfelde' -> 'Blankenfelde'","","",""
"GEMEINDE","Gröben","Q884062","2917229","Gröben","1.0","Transitive P131+ exact match | 'Gröben' -> 'Gröben'","1036813","",""
"GEMEINDE","Sperenberg","Q882100","2830622","Sperenberg","1.0","Transitive P131+ exact match | 'Sperenberg' -> 'Sperenberg'","","",""
"GEMEINDE","Klein Kienitz","Q1553107","","Klein Kienitz","1.0","Transitive P131+ exact match | 'Klein Kienitz' -> 'Klein Kienitz'","","",""
"GEMEINDE","Kliestow","Q1774345","","Kliestow","1.0","Transitive P131+ exact match | 'Kliestow' -> 'Kliestow'","","","3877259"
"GEMEINDE","Elsterwerda","Q584473","6550599","Elsterwerda","1.0","Exact match via rdfs:label [global index] | 'Elsterwerda' -> 'Elsterwerda'","","","1303791"
"GEMEINDE","Schmielsdorf","Q97991381","","Schmielsdorf","1.0","Transitive P131+ exact match | 'Schmielsdorf' -> 'Schmielsdorf'","","",""
"GEMEINDE","Buchhain","Q998407","","Buchhain","1.0","Transitive P131+ exact match | 'Buchhain' -> 'Buchhain'","7207423","",""
"GEMEINDE","Lübbenau","Q147895","2875623","Lübbenau","1.0","Exact match via skos:altLabel [global index] | 'Lübbenau' -> 'Lübbenau'","1037144","","1322898"
"GEMEINDE","Leipe","Q144915","2879157","Leipe","1.0","Transitive P131+ exact match | 'Leipe' -> 'Leipe'","","","3928725"
"GEMEINDE","Heinersbrück","Q574750","6547710","Heinersbrück","1.0","Exact match via rdfs:label [global index] | 'Heinersbrück' -> 'Heinersbrück'","","","1322805"
"GEMEINDE","Drebkau","Q572518","6550655","Drebkau","1.0","Exact match via rdfs:label [global index] | 'Drebkau' -> 'Drebkau'","","","1322549"
"GEMEINDE","Grötsch","Q30112712","2914767","Grötsch","1.0","Transitive P131+ exact match | 'Grötsch' -> 'Grötsch'","","",""
"GEMEINDE","Raakow","Q26271484","2851286","Raakow","1.0","Transitive P131+ exact match | 'Raakow' -> 'Raakow'","","",""
"GEMEINDE","Lübben","Q584815","6550592","Lübben","1.0","Exact match via skos:altLabel [global index] | 'Lübben' -> 'Lübben'","1037143","","1389285"
"GEMEINDE","Mittenwalde","Q574811","6550595","Mittenwalde","1.0","Exact match via rdfs:label [global index] | 'Mittenwalde' -> 'Mittenwalde'","","","55771"
"GEMEINDE","Schulzendorf","Q581119","6547573","Schulzendorf","1.0","Exact match via rdfs:label [global index] | 'Schulzendorf' -> 'Schulzendorf'","","","55774"
"GEMEINDE","Reichwalde","Q160235","","Reichwalde","1.0","Direct override | 'Reichwalde' -> QID=Q160235 | [override -> QID=Q160235]","","",""
"GEMEINDE","Waltersdorf bei Kö.Wusterhausen","Q896028","","Waltersdorf","1.0","Direct override | 'Waltersdorf bei Kö.Wusterhausen' -> QID=Q896028 | [override -> QID=Q896028]","","",""
"GEMEINDE","Deutsch Wusterhausen","Q16013","","Königs Wusterhausen","1.0","Direct override | 'Deutsch Wusterhausen' -> QID=Q16013 | [override -> QID=Q16013]","","",""
"GEMEINDE","Groß Köris","Q548429","6547563","Groß Köris","1.0","Exact match via rdfs:label [global index] | 'Groß Köris' -> 'Groß Köris'","","","1389638"
"GEMEINDE","Selchow","Q653055","","Selchow","1.0","Transitive P131+ exact match | 'Selchow' -> 'Selchow'","","","151959"
"GEMEINDE","Gallun","Q188338","","Gallun","1.0","Transitive P131+ exact match | 'Gallun' -> 'Gallun'","7182547","","5672713"
"GEMEINDE","Zöllmersdorf","Q28972179","","Zöllmersdorf","1.0","Transitive P131+ exact match | 'Zöllmersdorf' -> 'Zöllmersdorf'","","",""
"GEMEINDE","Kaden","Q16832339","","Kaden","1.0","Transitive P131+ exact match | 'Kaden' -> 'Kaden'","","",""
"GEMEINDE","Neuendorf am See","Q1979994","","Neuendorf am See","1.0","Transitive P131+ exact match | 'Neuendorf am See' -> 'Neuendorf am See'","","","3549564"
"GEMEINDE","Hohenbrück","Q1623655","","Hohenbrück","1.0","Transitive P131+ exact match | 'Hohenbrück' -> 'Hohenbrück'","","","3548851"
"GEMEINDE","Steinkirchen","Q28901331","2827863","Steinkirchen","1.0","Transitive P131+ exact match | 'Steinkirchen' -> 'Steinkirchen'","","",""
"GEMEINDE","Wernsdorf","Q2563228","","Wernsdorf","1.0","Transitive P131+ exact match | 'Wernsdorf' -> 'Wernsdorf'","","","153111"
"GEMEINDE","Gräbendorf","Q669289","","Gräbendorf","1.0","Transitive P131+ exact match | 'Gräbendorf' -> 'Gräbendorf'","","","5638986"
"GEMEINDE","Zaue","Q42297036","2805163","Zaue","1.0","Transitive P131+ exact match | 'Zaue' -> 'Zaue'","","",""
"GEMEINDE","Krausnick","Q18628312","","Krausnick","1.0","Transitive P131+ exact match | 'Krausnick' -> 'Krausnick'","","","3549561"
"GEMEINDE","Töpchin","Q1760458","","Töpchin","1.0","Transitive P131+ exact match | 'Töpchin' -> 'Töpchin'","","","176419"
"GEMEINDE","Teurow","Q56426202","","Teurow","1.0","Transitive P131+ exact match | 'Teurow' -> 'Teurow'","","",""
"GEMEINDE","Speichrow","Q19309298","","Speichrow","1.0","Transitive P131+ exact match | 'Speichrow' -> 'Speichrow'","","",""
"GEMEINDE","Leibsch","Q181223","2879323","Leibsch","1.0","Transitive P131+ exact match | 'Leibsch' -> 'Leibsch'","","","3549562"
"GEMEINDE","Rietz-Neuendorf","Q637911","6551099","Rietz-Neuendorf","1.0","Exact match via rdfs:label [global index] | 'Rietz-Neuendorf' -> 'Rietz-Neuendorf'","","","1384840"
"GEMEINDE","Beeskow","Q572615","6551086","Beeskow","1.0","Exact match via rdfs:label [global index] | 'Beeskow' -> 'Beeskow'","1036425","","1384849"
"GEMEINDE","Fürstenwalde","Q16064","6550634","Fürstenwalde","1.0","Exact match via rdfs:label [global index] | 'Fürstenwalde' -> 'Fürstenwalde'","1036677","","1384842"
"GEMEINDE","Fürstenwalde-Süd","Q16064","","Fürstenwalde-Süd","1.0","Direct override | 'Fürstenwalde-Süd' -> QID=Q16064 | [override -> QID=Q16064]","","",""
"GEMEINDE","Sabrodt","Q78498958","","Sabrodt","1.0","Transitive P131+ exact match | 'Sabrodt' -> 'Sabrodt'","","",""
"GEMEINDE","Kossenblatt","Q1785108","","Kossenblatt","1.0","Transitive P131+ exact match | 'Kossenblatt' -> 'Kossenblatt'","","","79592"
"GEMEINDE","Rieplos","Q2152289","","Rieplos","1.0","Transitive P131+ exact match | 'Rieplos' -> 'Rieplos'","7113468","","85967"
"GEMEINDE","Tempelberg","Q2402703","","Tempelberg","1.0","Transitive P131+ exact match | 'Tempelberg' -> 'Tempelberg'","","","3335432"
"GEMEINDE","Schwerin","Q1615217","","Schwerin","1.0","Transitive P131+ exact match | 'Schwerin' -> 'Schwerin'","","","84262"
"GEMEINDE","Trebus","Q14912355","","Trebus","1.0","Transitive P131+ exact match | 'Trebus' -> 'Trebus'","","",""
"GEMEINDE","Gusow-Platkow","Q585301","6551068","Gusow-Platkow","1.0","Exact match via rdfs:label [global index] | 'Gusow-Platkow' -> 'Gusow-Platkow'","","","1332929"
"GEMEINDE","Seelow","Q587069","6550615","Seelow","1.0","Exact match via rdfs:label [global index] | 'Seelow' -> 'Seelow'","1037726","","1332928"
"GEMEINDE","Bad Freienwalde","Q427655","6551175","Bad Freienwalde","1.0","Exact match via rdfs:label [global index] | 'Bad Freienwalde' -> 'Bad Freienwalde'","1036387","","1332952"
"GEMEINDE","Niederjesar","Q1987896","","Niederjesar","1.0","Transitive P131+ exact match | 'Niederjesar' -> 'Niederjesar'","","",""
"GEMEINDE","Altranft","Q444837","","Altranft","1.0","Transitive P131+ exact match | 'Altranft' -> 'Altranft'","","",""
"GEMEINDE","Münchehofe","Q2781495","","Münchehofe","1.0","Transitive P131+ exact match | 'Münchehofe' -> 'Münchehofe'","","",""
"GEMEINDE","Friedersdorf","Q1457140","","Friedersdorf","1.0","Transitive P131+ exact match | 'Friedersdorf' -> 'Friedersdorf'","","",""
"GEMEINDE","Boxberg/O.L.","Q544833","7602579","Boxberg/O.L.","1.0","Exact match via rdfs:label [global index] | 'Boxberg/O.L.' -> 'Boxberg/O.L.'","","","1310637"
"GEMEINDE","Gmina Żukowice","Q2326629","7532941","Gmina Żukowice","1.0","Exact match via rdfs:label [global index] | 'Gmina Żukowice' -> 'Gmina Żukowice'","","","2709067"
"GEMEINDE","Gmina Głogów","Q2467328","7531676","Gmina Głogów","1.0","Exact match via rdfs:label [global index] | 'Gmina Głogów' -> 'Gmina Głogów'","","","2709064"
"GEMEINDE","Gmina Pęcław","Q2100627","7531993","Gmina Pęcław","1.0","Exact match via rdfs:label [global index] | 'Gmina Pęcław' -> 'Gmina Pęcław'","","","2709066"
"GEMEINDE","Gmina Jawor","Q731805","","Gmina Jawor","1.0","Direct override | 'Gmina Jawor' -> QID=Q731805 | [override -> QID=Q731805]","","",""
"GEMEINDE","Gmina Wądroże Wielkie","Q2458456","7531970","Gmina Wądroże Wielkie","1.0","Exact match via rdfs:label [global index] | 'Gmina Wądroże Wielkie' -> 'Gmina Wądroże Wielkie'","","","2710249"
"GEMEINDE","Gmina Chełmża","Q2461605","7531936","Gmina Chełmża","1.0","Exact match via rdfs:label [global index] | 'Gmina Chełmża' -> 'Gmina Chełmża'","","","2633696"
"GEMEINDE","Gmina Osięciny","Q618178","7531825","Gmina Osięciny","1.0","Exact match via rdfs:label [global index] | 'Gmina Osięciny' -> 'Gmina Osięciny'","","","2635584"
"GEMEINDE","Gmina Ścinawa","Q2376267","7533214","Gmina Ścinawa","1.0","Exact match via rdfs:label [global index] | 'Gmina Ścinawa' -> 'Gmina Ścinawa'","","","2911036"
"GEMEINDE","Gmina Rudna","Q776885","7532242","Gmina Rudna","1.0","Exact match via rdfs:label [global index] | 'Gmina Rudna' -> 'Gmina Rudna'","","","2911034"
"GEMEINDE","Gera","Q706112","2921231","Gera","1.0","Exact match via rdfs:label [global index] | 'Gera' -> 'Gera'","7012815","","62671"
"GEMEINDE","Gmina Oława","Q2120688","7531753","Gmina Oława","1.0","Exact match via rdfs:label [global index] | 'Gmina Oława' -> 'Gmina Oława'","","","2953627"
"GEMEINDE","Gmina Brzeg Dolny","Q2462934","7533397","Gmina Brzeg Dolny","1.0","Exact match via rdfs:label [global index] | 'Gmina Brzeg Dolny' -> 'Gmina Brzeg Dolny'","","","2456172"
"GEMEINDE","Gmina Sobótka","Q2182816","7533188","Gmina Sobótka","1.0","Exact match via rdfs:label [global index] | 'Gmina Sobótka' -> 'Gmina Sobótka'","","","3048178"
"GEMEINDE","Gmina Kąty Wrocławskie","Q2460985","7533109","Gmina Kąty Wrocławskie","1.0","Exact match via rdfs:label [global index] | 'Gmina Kąty Wrocławskie' -> 'Gmina Kąty Wrocławskie'","","","3048177"
"GEMEINDE","Gmina Jordanów Śląski","Q2191877","7531990","Gmina Jordanów Śląski","1.0","Exact match via rdfs:label [global index] | 'Gmina Jordanów Śląski' -> 'Gmina Jordanów Śląski'","","","3049634"
"GEMEINDE","Gmina Kobierzyce","Q1922902","7532599","Gmina Kobierzyce","1.0","Exact match via rdfs:label [global index] | 'Gmina Kobierzyce' -> 'Gmina Kobierzyce'","","","3049635"
"GEMEINDE","Gmina Wrocław","Q1799","","Wrocław","1.0","Direct override | 'Gmina Wrocław' -> QID=Q1799 | [override -> QID=Q1799]","","",""
"GEMEINDE","Gmina Ząbkowice Śląskie","Q2458293","7533200","Gmina Ząbkowice Śląskie","1.0","Exact match via rdfs:label [global index] | 'Gmina Ząbkowice Śląskie' -> 'Gmina Ząbkowice Śląskie'","","","2957949"
"GEMEINDE","Gmina Zakrzewo","Q2317830","7532864","Gmina Zakrzewo","1.0","Exact match via rdfs:label [global index] | 'Gmina Zakrzewo' -> 'Gmina Zakrzewo'","","","2635727"
"GEMEINDE","Gmina Ciechocinek","Q985659","","Gmina Ciechocinek","1.0","Direct override | 'Gmina Ciechocinek' -> QID=Q985659 | [override -> QID=Q985659]","","",""
"GEMEINDE","Gmina Inowrocław","Q618429","7531879","Gmina Inowrocław","1.0","Exact match via rdfs:label [global index] | 'Gmina Inowrocław' -> 'Gmina Inowrocław'","","","2635288"
"GEMEINDE","Gmina Dąbrowa Biskupia","Q618405","7532003","Gmina Dąbrowa Biskupia","1.0","Exact match via rdfs:label [global index] | 'Gmina Dąbrowa Biskupia' -> 'Gmina Dąbrowa Biskupia'","","","2635362"
"GEMEINDE","Gmina Pakość","Q2149918","7533279","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","","","2635295"
"GEMEINDE","Gmina Kruszwica","Q7764069","7533344","Gmina Kruszwica","1.0","Exact match via rdfs:label [global index] | 'Gmina Kruszwica' -> 'Gmina Kruszwica'","","","2635353"
"GEMEINDE","Gmina Zlotniki Kuj.","Q618437","","Gmina Złotniki Kujawskie","1.0","Direct override | 'Gmina Zlotniki Kuj.' -> QID=Q618437 | [override -> QID=Q618437]","","",""
"GEMEINDE","Gmina Złotniki Kuj.","Q618437","","Gmina Złotniki Kuj.","1.0","Direct override | 'Gmina Złotniki Kuj.' -> QID=Q618437 | [override -> QID=Q618437]","","",""
"GEMEINDE","Gmina Janikowo","Q428194","7533087","Gmina Janikowo","1.0","Exact match via rdfs:label [global index] | 'Gmina Janikowo' -> 'Gmina Janikowo'","","","2635336"
"GEMEINDE","Gmina Brześć Kujawski","Q2463096","7533049","Gmina Brześć Kujawski","1.0","Exact match via rdfs:label [global index] | 'Gmina Brześć Kujawski' -> 'Gmina Brześć Kujawski'","","","2635744"
"GEMEINDE","Gmina Włocławek","Q749271","7532846","Gmina Włocławek","1.0","Exact match via rdfs:label [global index] | 'Gmina Włocławek' -> 'Gmina Włocławek'","","","2635731"
"GEMEINDE","Włocławek","Q749271","7532846","Włocławek","1.0","Exact match via rdfs:label [global index] | 'Włocławek' -> 'Włocławek'","","","2635731"
"GEMEINDE","Gmina Lubraniec","Q2605893","7533332","Gmina Lubraniec","1.0","Exact match via rdfs:label [global index] | 'Gmina Lubraniec' -> 'Gmina Lubraniec'","","","2635755"
"GEMEINDE","Gmina Izbica Kuj.","Q2461294","","Gmina Izbica Kuj.","1.0","Direct override | 'Gmina Izbica Kuj.' -> QID=Q2461294 | [override -> QID=Q2461294]","","",""
"GEMEINDE","Gmina Bukowiec","Q2463043","7532004","Gmina Bukowiec","1.0","Exact match via rdfs:label [global index] | 'Gmina Bukowiec' -> 'Gmina Bukowiec'","","","2627455"
"GEMEINDE","Nottertal-Heilinger Höhen","Q71166816","12166102","Nottertal-Heilinger Höhen","1.0","Exact match via rdfs:label [global index] | 'Nottertal-Heilinger Höhen' -> 'Nottertal-Heilinger Höhen'","","","10519435"
"GEMEINDE","Behringen","Q704400","3207125","Behringen","1.0","Transitive P131+ exact match | 'Behringen' -> 'Behringen'","","",""
"GEMEINDE","Nessetal","Q59775089","12032331","Nessetal","1.0","Exact match via rdfs:label [global index] | 'Nessetal' -> 'Nessetal'","","","9251482"
"GEMEINDE","Mellingen","Q684601","6550263","Mellingen","1.0","Exact match via rdfs:label [global index] | 'Mellingen' -> 'Mellingen'","","","2857008"
"GEMEINDE","Weimar","Q3955","","Weimar","1.0","Direct override | 'Weimar' -> QID=Q3955 | [override -> QID=Q3955]","","",""
"GEMEINDE","Gmina Dobre","Q2051728","7531908","Gmina Dobre","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobre' -> 'Gmina Dobre'","","","2994052"
"KREIS","pow. Gorẃski","Q637105","7530815","Powiat Jaworski","0.8276","Fuzzy match (score=0.83) via rdfs:label [global index] | 'Powiat Gorẃski' -> 'Powiat Jaworski'","","","451358"
"KREIS","pow. Kościan","Q133188","7531076","powiat kościański","0.8387","Fuzzy match (score=0.84) via rdfs:label [global index] | 'Powiat Kościan' -> 'powiat kościański'","","","2690735"
"KREIS","pow. Głogówski","Q631754","7530806","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","","","451316"
"KREIS","pow. Poznanski","Q101575","7530994","powiat poznański","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Poznanski' -> 'powiat poznański'","","","2406440"
"KREIS","Kreis Rügen","Q2909","","Vorpommern-Rügen","1.0","Direct override | 'Kreis Rügen' -> QID=Q2909 | [stripped -> 'Rügen'; override -> QID=Q2909]","","",""
"KREIS","Leipzig-Land","Q1323208","","Landkreis Leipzig-Land","1.0","Direct override | 'Leipzig-Land' -> QID=Q1323208 | [override -> QID=Q1323208]","","",""
